Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2022-01-03,139.42999267578125,139.8300018310547,137.2100067138672,139.0399932861328,134.80555725097656,6688100,ABT
2022-01-04,139.5,139.64999389648438,134.75999450683594,135.77000427246094,131.63514709472656,8241200,ABT
2022-01-05,135.14999389648438,137.02999877929688,135.07000732421875,135.16000366210938,131.04373168945312,5948200,ABT
2022-01-06,135.0,136.2100067138672,133.8800048828125,135.13999938964844,131.02432250976562,5710200,ABT
2022-01-07,134.8800048828125,136.17999267578125,134.3800048828125,135.55999755859375,131.43153381347656,4367500,ABT
2022-01-10,134.7899932861328,135.5,133.9199981689453,135.25999450683594,131.14068603515625,5975600,ABT
2022-01-11,135.22999572753906,135.97000122070312,134.0399932861328,135.6999969482422,131.56729125976562,5709400,ABT
2022-01-12,134.88999938964844,135.6999969482422,132.52999877929688,133.72000122070312,129.6475830078125,8416000,ABT
2022-01-13,132.38999938964844,132.8300018310547,129.42999267578125,129.64999389648438,126.1449203491211,7174500,ABT
2022-01-14,130.49000549316406,130.58999633789062,127.0199966430664,128.16000366210938,124.6951904296875,9256900,ABT
2022-01-18,127.4000015258789,127.93000030517578,125.55000305175781,126.56999969482422,123.14817810058594,5850100,ABT
2022-01-19,126.75,127.58000183105469,125.83000183105469,126.05000305175781,122.64224243164062,3996400,ABT
2022-01-20,126.23999786376953,127.91000366210938,124.61000061035156,124.70999908447266,121.33845520019531,8652600,ABT
2022-01-21,126.80999755859375,127.08999633789062,124.86000061035156,125.83000183105469,122.42819213867188,10132700,ABT
2022-01-24,124.01000213623047,124.5,120.68000030517578,123.81999969482422,120.47251892089844,10864500,ABT
2022-01-25,123.08000183105469,124.62000274658203,121.58999633789062,123.2699966430664,119.93739318847656,9126600,ABT
2022-01-26,119.19000244140625,121.68000030517578,119.0,120.06999969482422,116.82390594482422,14753100,ABT
2022-01-27,120.9800033569336,123.16999816894531,119.73999786376953,120.44000244140625,117.18390655517578,9179500,ABT
2022-01-28,120.7699966430664,125.52999877929688,119.61000061035156,125.3499984741211,121.96116638183594,8286500,ABT
2022-01-31,125.5199966430664,127.95999908447266,125.12999725341797,127.45999908447266,124.01411437988281,7210000,ABT
2022-02-01,127.37000274658203,127.66000366210938,126.23999786376953,127.19999694824219,123.76115417480469,5602000,ABT
2022-02-02,128.25,130.74000549316406,127.86000061035156,130.0399932861328,126.52436065673828,7450500,ABT
2022-02-03,128.6300048828125,130.94000244140625,128.25999450683594,130.11000061035156,126.59248352050781,5613300,ABT
2022-02-04,129.55999755859375,130.52000427246094,128.60000610351562,129.7100067138672,126.20330047607422,4149700,ABT
2022-02-07,129.8699951171875,129.9499969482422,127.68000030517578,128.0500030517578,124.58818054199219,4035200,ABT
2022-02-08,127.52999877929688,128.94000244140625,127.16000366210938,128.64999389648438,125.17193603515625,3890900,ABT
2022-02-09,129.52000427246094,130.7899932861328,129.4199981689453,130.49000549316406,126.96220397949219,3434200,ABT
2022-02-10,128.57000732421875,129.9199981689453,127.16999816894531,127.76000213623047,124.3060073852539,5917700,ABT
2022-02-11,127.77999877929688,128.9199981689453,125.1500015258789,125.48999786376953,122.09737396240234,4803200,ABT
