Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2022-01-03,49.97999954223633,50.95000076293945,49.709999084472656,50.7400016784668,48.33499526977539,20706000,CMCSA
2022-01-04,50.709999084472656,51.02000045776367,49.91999816894531,50.189998626708984,48.047794342041016,24592800,CMCSA
2022-01-05,50.56999969482422,51.20000076293945,50.150001525878906,50.220001220703125,48.076515197753906,20727900,CMCSA
2022-01-06,50.43000030517578,50.97999954223633,50.189998626708984,50.5099983215332,48.3541374206543,18288200,CMCSA
2022-01-07,50.349998474121094,50.59000015258789,49.970001220703125,50.04999923706055,47.91376876831055,17894500,CMCSA
2022-01-10,50.369998931884766,50.91999816894531,49.869998931884766,50.52000045776367,48.36370849609375,20216700,CMCSA
2022-01-11,50.58000183105469,51.18000030517578,50.36000061035156,51.13999938964844,48.957244873046875,18836200,CMCSA
2022-01-12,51.43000030517578,51.689998626708984,50.81999969482422,50.95000076293945,48.77535629272461,17992600,CMCSA
2022-01-13,50.79999923706055,51.68000030517578,50.119998931884766,51.279998779296875,49.091270446777344,17924700,CMCSA
2022-01-14,51.470001220703125,52.099998474121094,51.13999938964844,51.68000030517578,49.474205017089844,18789900,CMCSA
2022-01-18,51.06999969482422,51.38999938964844,50.060001373291016,50.18000030517578,48.03822326660156,23364500,CMCSA
2022-01-19,50.209999084472656,50.779998779296875,49.5099983215332,50.33000183105469,48.18182373046875,17852300,CMCSA
2022-01-20,50.5099983215332,51.619998931884766,50.150001525878906,50.220001220703125,48.076515197753906,20052300,CMCSA
2022-01-21,50.380001068115234,50.95000076293945,49.650001525878906,49.72999954223633,47.607425689697266,33155400,CMCSA
2022-01-24,50.560001373291016,51.20000076293945,48.779998779296875,50.06999969482422,47.932918548583984,41581900,CMCSA
2022-01-25,49.2599983215332,50.040000915527344,48.81999969482422,49.66999816894531,47.54998779296875,32154300,CMCSA
2022-01-26,49.52000045776367,50.349998474121094,47.869998931884766,48.459999084472656,46.39163589477539,34221300,CMCSA
2022-01-27,45.470001220703125,50.06999969482422,45.470001220703125,48.0099983215332,45.96083450317383,49168100,CMCSA
2022-01-28,47.880001068115234,49.88999938964844,47.72999954223633,49.720001220703125,47.59785842895508,34458000,CMCSA
2022-01-31,49.290000915527344,50.099998474121094,49.029998779296875,49.9900016784668,47.8563346862793,24470700,CMCSA
2022-02-01,49.150001525878906,50.0099983215332,48.88999938964844,49.939998626708984,47.80846405029297,23489800,CMCSA
2022-02-02,49.939998626708984,50.25,49.36000061035156,49.9900016784668,47.8563346862793,20280500,CMCSA
2022-02-03,50.439998626708984,50.97999954223633,49.59000015258789,49.63999938964844,47.52127456665039,28416400,CMCSA
2022-02-04,49.15999984741211,49.68000030517578,48.720001220703125,49.33000183105469,47.22450637817383,23203100,CMCSA
2022-02-07,49.45000076293945,49.529998779296875,48.709999084472656,48.86000061035156,46.774566650390625,19034000,CMCSA
2022-02-08,49.08000183105469,49.540000915527344,48.83000183105469,49.209999084472656,47.109622955322266,17964500,CMCSA
2022-02-09,49.5,49.790000915527344,49.25,49.77000045776367,47.645721435546875,19142900,CMCSA
2022-02-10,48.95000076293945,49.61000061035156,48.75,48.91999816894531,46.832000732421875,21583400,CMCSA
2022-02-11,48.7400016784668,49.33000183105469,47.5,47.619998931884766,45.587486267089844,26312600,CMCSA
2022-02-14,48.099998474121094,48.38999938964844,47.06999969482422,47.400001525878906,45.37688064575195,24481600,CMCSA
2022-02-15,47.709999084472656,48.31999969482422,47.689998626708984,48.04999923706055,45.9991340637207,21087800,CMCSA
2022-02-16,47.91999816894531,48.2599983215332,47.650001525878906,48.09000015258789,46.03742599487305,14852100,CMCSA
2022-02-17,47.63999938964844,47.65999984741211,46.66999816894531,46.77000045776367,44.773765563964844,20569000,CMCSA
2022-02-18,46.779998779296875,47.150001525878906,46.43000030517578,46.63999938964844,44.64931869506836,21220400,CMCSA
2022-02-22,47.0,47.470001220703125,46.619998931884766,46.939998626708984,44.93650817871094,21635500,CMCSA
2022-02-23,46.81999969482422,47.0,44.79999923706055,45.130001068115234,43.20376968383789,36279100,CMCSA
2022-02-24,44.470001220703125,46.060001373291016,44.27000045776367,46.0099983215332,44.04620361328125,29784000,CMCSA
2022-02-25,46.189998626708984,47.459999084472656,46.0,47.06999969482422,45.06096267700195,30441900,CMCSA
2022-02-28,46.459999084472656,47.130001068115234,46.099998474121094,46.7599983215332,44.764190673828125,29824700,CMCSA
2022-03-01,46.13999938964844,46.95000076293945,45.810001373291016,46.38999938964844,44.40999221801758,21843400,CMCSA
2022-03-02,46.7400016784668,47.099998474121094,46.25,46.380001068115234,44.40041732788086,25978700,CMCSA
2022-03-03,46.869998931884766,47.63999938964844,46.70000076293945,47.119998931884766,45.108829498291016,23131600,CMCSA
2022-03-04,46.900001525878906,47.400001525878906,46.400001525878906,47.209999084472656,45.194984436035156,21368700,CMCSA
