Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2022-01-03,135.41000366210938,135.6999969482422,133.50999450683594,135.4199981689453,126.53471374511719,6839800,ABBV
2022-01-04,135.3300018310547,136.22000122070312,134.3800048828125,135.16000366210938,126.291748046875,6298300,ABBV
2022-01-05,135.0,138.14999389648438,135.0,135.8699951171875,126.9551773071289,7724900,ABBV
2022-01-06,136.39999389648438,136.66000366210938,135.16000366210938,135.22999572753906,126.35716247558594,4667000,ABBV
2022-01-07,135.25,135.83999633789062,134.1300048828125,134.8800048828125,126.03013610839844,8630300,ABBV
2022-01-10,135.0800018310547,136.89999389648438,134.57000732421875,136.38999938964844,127.44103240966797,9794400,ABBV
2022-01-11,135.85000610351562,137.08999633789062,134.8000030517578,136.97000122070312,127.98301696777344,7159400,ABBV
2022-01-12,136.52000427246094,137.38999938964844,136.02999877929688,137.2899932861328,128.2820281982422,6589300,ABBV
2022-01-13,135.0,135.1199951171875,132.89999389648438,133.52000427246094,126.0539779663086,8386400,ABBV
2022-01-14,133.35000610351562,136.0500030517578,132.2899932861328,135.8699951171875,128.27256774902344,10484500,ABBV
2022-01-18,135.50999450683594,137.97999572753906,135.27999877929688,136.77999877929688,129.1316680908203,12341900,ABBV
2022-01-19,136.41000366210938,137.5,134.83999633789062,135.2100067138672,127.64946746826172,6196700,ABBV
2022-01-20,134.5,134.8000030517578,132.75,133.02999877929688,125.59137725830078,6612800,ABBV
2022-01-21,133.05999755859375,134.25,131.6699981689453,131.97999572753906,124.60008239746094,7583000,ABBV
2022-01-24,132.82000732421875,133.25,128.25999450683594,132.16000366210938,124.77000427246094,13733800,ABBV
2022-01-25,131.49000549316406,134.32000732421875,130.7899932861328,133.08999633789062,125.64800262451172,10296500,ABBV
2022-01-26,133.2899932861328,135.47999572753906,132.8300018310547,134.22999572753906,126.7242660522461,8040300,ABBV
2022-01-27,135.5,138.3000030517578,135.36000061035156,135.97000122070312,128.36697387695312,8869100,ABBV
2022-01-28,135.99000549316406,137.97999572753906,134.60000610351562,137.9199981689453,130.2079315185547,8014400,ABBV
2022-01-31,136.82000732421875,137.1699981689453,135.6199951171875,136.88999938964844,129.2355499267578,10300000,ABBV
2022-02-01,137.3699951171875,137.83999633789062,136.0399932861328,137.0,129.33941650390625,7413900,ABBV
2022-02-02,135.41000366210938,139.41000366210938,133.0500030517578,138.6199951171875,130.86878967285156,11363100,ABBV
2022-02-03,139.5,141.7100067138672,139.0399932861328,140.72999572753906,132.86080932617188,10272700,ABBV
2022-02-04,140.14999389648438,142.8000030517578,139.22999572753906,140.64999389648438,132.7852783203125,6921500,ABBV
2022-02-07,141.1699981689453,143.00999450683594,140.3300018310547,142.52999877929688,134.56015014648438,9597800,ABBV
2022-02-08,142.02999877929688,143.60000610351562,141.25,143.50999450683594,135.48536682128906,7559500,ABBV
2022-02-09,143.97999572753906,143.97999572753906,142.83999633789062,143.1999969482422,135.1926727294922,5989100,ABBV
2022-02-10,143.14999389648438,144.4199981689453,142.30999755859375,142.7100067138672,134.7301025390625,7333400,ABBV
2022-02-11,142.86000061035156,143.61000061035156,141.5399932861328,142.00999450683594,134.06924438476562,6475200,ABBV
2022-02-14,141.77999877929688,143.19000244140625,139.44000244140625,143.0,135.00387573242188,9931900,ABBV
2022-02-15,143.35000610351562,145.4600067138672,143.1999969482422,144.75999450683594,136.6654510498047,9530100,ABBV
2022-02-16,144.74000549316406,147.22000122070312,144.16000366210938,145.8699951171875,137.71337890625,8028900,ABBV
